# MJD mag magerr filter flag distance ra dec
56933.13074  9.228  0.017 W1 10  0.7960 279.565831   0.406051
56930.36853  9.232  0.014 W1 10  0.7967 279.565848   0.406051
57112.61321  9.207  0.017 W1  5  0.7974 279.565840   0.406051
57843.47692  9.230  0.014 W1  5  0.7978 279.565854   0.406050
58738.84508  9.228  0.014 W1  5  0.7980 279.565847   0.406051
56932.86766  9.231  0.019 W1 10  0.7985 279.565851   0.406051
57650.36669  9.168  0.016 W1  5  0.8014 279.565849   0.406052
57291.45412  9.184  0.019 W1 10  0.8026 279.565826   0.406053
57479.38920  9.199  0.014 W1  5  0.8028 279.565841   0.406053
56749.98721  9.208  0.014 W1 10  0.8032 279.565837   0.406053
56932.67029  9.199  0.016 W1 10  0.8033 279.565812   0.406052
58574.48173  9.196  0.014 W1  5  0.8039 279.565832   0.406053
57843.60795  9.236  0.016 W1  5  0.8045 279.565824   0.406053
57112.02236  9.216  0.014 W1  5  0.8050 279.565821   0.406053
57112.48193  9.205  0.016 W1  5  0.8054 279.565871   0.406050
59103.26981  9.238  0.014 W1  5  0.8089 279.565831   0.406055
58939.41727  9.200  0.016 W1  5  0.8098 279.565834   0.406055
58739.04130  9.231  0.016 W1  5  0.8101 279.565827   0.406055
57112.74463  9.206  0.015 W1  5  0.8120 279.565847   0.406055
56749.85555  9.195  0.014 W1  5  0.8142 279.565865   0.406054
57843.41146  9.203  0.016 W1  5  0.8148 279.565844   0.406056
57476.30901  9.188  0.016 W1  5  0.8184 279.565857   0.406056
57479.58581  9.221  0.015 W1  5  0.8195 279.565873   0.406054
58372.27326  9.202  0.015 W1  5  0.8196 279.565869   0.406054
57843.28043  9.221  0.017 W1  5  0.8200 279.565824   0.406058
57651.21833  9.200  0.014 W1  5  0.8210 279.565835   0.406058
57479.65139  9.210  0.016 W1  5  0.8213 279.565853   0.406057
57476.04695  9.211  0.015 W1  5  0.8217 279.565856   0.406057
57844.00079  9.209  0.015 W1  5  0.8226 279.565843   0.406058
58010.79827  9.213  0.019 W1  5  0.8226 279.565816   0.406058
57292.30691  9.197  0.014 W1  5  0.8230 279.565829   0.406059
58207.85090  9.214  0.016 W1  5  0.8232 279.565806   0.406057
57650.82536  9.179  0.019 W1  5  0.8237 279.565832   0.406059
58371.74964  9.183  0.018 W1  5  0.8243 279.565869   0.406056
58738.58340  9.232  0.017 W1  5  0.8244 279.565832   0.406059
56750.11888  9.195  0.014 W1 10  0.8248 279.565830   0.406059
57650.49772  9.189  0.018 W1  5  0.8266 279.565828   0.406060
56932.53875  9.209  0.016 W1 10  0.8268 279.565839   0.406060
58371.42251  9.209  0.020 W1  5  0.8273 279.565832   0.406060
58939.28649  9.200  0.014 W1  5  0.8290 279.565812   0.406060
57111.89108  9.201  0.014 W1 10  0.8297 279.565852   0.406059
58371.94600  9.212  0.014 W1  5  0.8313 279.565858   0.406059
58739.17221  9.240  0.017 W1  5  0.8325 279.565843   0.406061
56930.23699  9.215  0.014 W1  5  0.8339 279.565838   0.406062
57111.75967  9.214  0.016 W1 10  0.8345 279.565860   0.406060
56750.38222  9.192  0.016 W1 10  0.8348 279.565842   0.406062
57476.17798  9.197  0.013 W1  5  0.8349 279.565820   0.406062
57843.14953  9.295  0.016 W1  5  0.8362 279.565863   0.406060
56930.50007  9.209  0.013 W1 10  0.8394 279.565825   0.406063
57479.45478  9.226  0.017 W1  5  0.8418 279.565847   0.406063
58575.07054  9.203  0.016 W1  5  0.8423 279.565836   0.406064
58939.67882  9.185  0.017 W1  5  0.8434 279.565852   0.406063
56933.06491  9.217  0.014 W1 10  0.8449 279.565856   0.406063
58371.88055  9.188  0.016 W1  5  0.8491 279.565817   0.406066
58011.64927  9.175  0.015 W1  5  0.8492 279.565845   0.406065
57479.06156  9.189  0.015 W1  5  0.8507 279.565864   0.406064
57479.78242  9.202  0.015 W1  5  0.8535 279.565852   0.406066
58575.33222  9.193  0.016 W1  5  0.8557 279.565844   0.406067
58575.00509  9.193  0.015 W1  5  0.8560 279.565869   0.406064
56932.40734  9.218  0.015 W1 10  0.8572 279.565844   0.406068
56930.10545  9.203  0.015 W1 10  0.8573 279.565819   0.406068
58574.80886  9.219  0.015 W1  5  0.8577 279.565854   0.406067
57112.87591  9.220  0.015 W1  5  0.8595 279.565843   0.406068
56750.31638  9.202  0.014 W1  5  0.8607 279.565839   0.406069
56932.93337  9.224  0.013 W1 10  0.8622 279.565828   0.406070
58207.58909  9.209  0.014 W1  5  0.8650 279.565841   0.406070
57112.35064  9.189  0.014 W1  5  0.8695 279.565817   0.406071
57843.67340  9.249  0.016 W1  5  0.8706 279.565838   0.406072
57291.78215  9.209  0.016 W1  5  0.8754 279.565849   0.406072
56750.57972  9.192  0.016 W1  5  0.8773 279.565829   0.406074
57291.91331  9.224  0.015 W1  5  0.8807 279.565826   0.406075
57844.13182  9.185  0.019 W1  5  0.8827 279.565789   0.406072
57476.57120  9.207  0.016 W1  5  0.8870 279.565824   0.406076
58207.78545  9.230  0.016 W1  5  0.8886 279.565833   0.406077
58938.95949  9.142  0.016 W1  5  0.8894 279.565858   0.406075
56750.71139  9.180  0.016 W1  5  0.8896 279.565832   0.406077
57476.37459  9.217  0.014 W1  5  0.9022 279.565827   0.406081
58011.12553  9.201  0.014 W1  5  0.9031 279.565824   0.406081
58574.35095  9.166  0.024 W1  5  0.9096 279.565814   0.406082
57476.44017  9.190  0.015 W1  5  0.9126 279.565861   0.406082
57650.89082  9.179  0.014 W1  5  0.9128 279.565842   0.406083
57112.41635  9.023  0.018 W1 10  0.9211 279.565881   0.406081
58207.65454  9.169  0.015 W1  5  0.9249 279.565800   0.406085
57112.21936  9.196  0.014 W1  5  0.9274 279.565832   0.406088
58011.45292  9.195  0.015 W1  5  0.9364 279.565909   0.406078
57476.76781  9.153  0.015 W1  0  0.9490 279.565889   0.406087
57476.63678  9.155  0.017 W1  0  1.0033 279.565921   0.406093
56750.51389  9.165  0.017 W1  0  1.1360 279.565811   0.406145
57843.86988  9.111  0.013 W1  0  1.7920 279.565932   0.406317
57480.04461 10.108  0.014 W1  0  2.3038 279.566031   0.406438
55286.18732  9.147  0.016 W2 10  0.8331 279.565832   0.406061
55285.85662  9.239  0.022 W2 10  0.8440 279.565835   0.406064
55285.92271  9.162  0.022 W2 10  0.8627 279.565838   0.406070
55285.45958  9.183  0.018 W2 10  0.8709 279.565831   0.406072
55285.19497  9.196  0.019 W2 10  0.8711 279.565824   0.406072
55286.05501  9.174  0.018 W2 10  0.8760 279.565860   0.406071
55292.34016  9.185  0.027 W2 10  0.8777 279.565809   0.406073
55285.32728  9.206  0.018 W2 10  0.8842 279.565859   0.406074
55285.79041  9.177  0.019 W2 10  0.8853 279.565827   0.406076
55285.72419  9.181  0.018 W2 10  0.9070 279.565860   0.406080
55285.65810  9.193  0.018 W2 10  0.9131 279.565822   0.406083
55285.59189  9.193  0.018 W2 10  0.9556 279.565856   0.406094
55285.85650  9.151  0.024 W2 10  0.9655 279.565832   0.406098
55286.31962  9.152  0.017 W2 10  1.4710 279.565909   0.406231
57479.19259  9.191  0.014 W2  5  0.5169 279.565843   0.405973
58739.43376  9.220  0.013 W2  5  0.6053 279.565815   0.405998
58010.79815  9.181  0.015 W2  5  0.6261 279.565820   0.406004
58939.02494  9.184  0.013 W2  5  0.6437 279.565860   0.406006
57477.02987  9.164  0.016 W2  5  0.6452 279.565865   0.406006
59102.87748  9.239  0.013 W2  5  0.6577 279.565822   0.406012
58574.93976  9.187  0.015 W2  5  0.6674 279.565807   0.406014
58574.74341  9.264  0.014 W2 10  0.6716 279.565843   0.406016
57476.70223  9.169  0.017 W2  0  0.6719 279.565754   0.406001
57844.13169  9.269  0.015 W2  5  0.6755 279.565794   0.406014
57650.95627  9.171  0.015 W2  5  0.6830 279.565827   0.406020
57476.89884  9.216  0.016 W2  5  0.6867 279.565834   0.406021
57477.03000  9.207  0.018 W2  5  0.6895 279.565823   0.406021
58575.20132  9.201  0.014 W2  5  0.6896 279.565864   0.406019
57843.28056  9.239  0.015 W2  5  0.6939 279.565849   0.406022
56750.44805  9.199  0.015 W2  5  0.6967 279.565843   0.406023
57112.61334  9.171  0.016 W2  5  0.6998 279.565847   0.406024
58738.91053  9.214  0.014 W2  5  0.7006 279.565863   0.406022
57291.58541  9.181  0.016 W2  5  0.7018 279.565838   0.406025
59102.61593  9.252  0.017 W2  5  0.7032 279.565839   0.406025
58371.61887  9.204  0.015 W2  5  0.7035 279.565849   0.406025
59103.13903  9.239  0.015 W2  5  0.7076 279.565840   0.406026
58574.61263  9.193  0.014 W2  5  0.7088 279.565829   0.406027
59103.46604  9.209  0.014 W2  5  0.7091 279.565858   0.406025
57843.54237  9.206  0.015 W2  5  0.7096 279.565831   0.406027
58010.92918  9.194  0.013 W2  5  0.7106 279.565845   0.406027
58011.32201  9.174  0.013 W2  5  0.7114 279.565829   0.406028
58739.10676  9.233  0.015 W2  5  0.7122 279.565900   0.406015
58939.54804  9.199  0.017 W2  0  0.7132 279.565823   0.406028
57479.52023  9.196  0.015 W2  5  0.7138 279.565825   0.406028
58011.38747  9.212  0.015 W2  5  0.7159 279.565825   0.406029
58371.55291  9.198  0.013 W2  5  0.7161 279.565821   0.406029
58372.01145  9.201  0.014 W2  5  0.7175 279.565810   0.406028
57650.69433  9.089  0.016 W2  5  0.7195 279.565804   0.406028
57843.73885  9.245  0.015 W2  5  0.7231 279.565849   0.406030
58575.20144  9.208  0.016 W2  5  0.7270 279.565864   0.406029
57291.84773  9.191  0.015 W2  5  0.7271 279.565838   0.406032
58938.56703  9.198  0.014 W2  5  0.7327 279.565845   0.406033
58371.68432  9.195  0.014 W2  5  0.7329 279.565850   0.406033
58011.78018  9.201  0.014 W2  5  0.7353 279.565823   0.406034
57479.32362  9.194  0.014 W2  5  0.7364 279.565853   0.406033
57111.75979  9.191  0.014 W2 10  0.7369 279.565846   0.406034
56929.64513  9.225  0.013 W2 10  0.7399 279.565826   0.406035
59103.59681  9.235  0.015 W2  5  0.7401 279.565847   0.406035
58939.15572  9.197  0.014 W2  5  0.7403 279.565826   0.406036
58011.32189  9.201  0.016 W2  5  0.7407 279.565811   0.406035
58208.24348  9.198  0.018 W2  5  0.7416 279.565862   0.406033
56932.99920  9.197  0.014 W2 10  0.7417 279.565837   0.406036
59103.07371  9.238  0.016 W2  5  0.7422 279.565855   0.406035
57843.01862  9.213  0.015 W2  5  0.7426 279.565852   0.406035
59103.07358  9.196  0.015 W2  5  0.7448 279.565852   0.406036
59103.00826  9.242  0.014 W2  5  0.7476 279.565845   0.406037
59102.74671  9.244  0.016 W2  5  0.7476 279.565842   0.406037
56933.39369  9.210  0.014 W2 10  0.7477 279.565860   0.406035
59103.20449  9.234  0.015 W2  5  0.7478 279.565820   0.406037
58372.14235  9.208  0.014 W2  5  0.7489 279.565837   0.406038
58011.25643  9.219  0.016 W2 10  0.7496 279.565886   0.406031
58207.39274  9.204  0.013 W2  5  0.7504 279.565822   0.406038
58939.02481  9.197  0.015 W2  5  0.7510 279.565869   0.406035
58938.82871  9.190  0.014 W2  5  0.7521 279.565811   0.406038
58371.81509  9.185  0.014 W2  5  0.7526 279.565816   0.406039
58011.51837  9.204  0.017 W2  5  0.7550 279.565842   0.406039
56933.13061  9.204  0.014 W2 10  0.7558 279.565872   0.406036
57651.08730  9.212  0.015 W2  5  0.7558 279.565842   0.406040
58939.22104  9.218  0.014 W2  5  0.7581 279.565885   0.406033
57650.62875  9.169  0.016 W2  5  0.7584 279.565816   0.406040
59103.72759  9.224  0.014 W2  5  0.7593 279.565833   0.406041
56933.26215  9.231  0.015 W2 10  0.7603 279.565839   0.406041
57650.82524  9.128  0.016 W2  5  0.7614 279.565862   0.406039
57292.17575  9.197  0.015 W2  5  0.7651 279.565866   0.406039
58738.71430  9.236  0.016 W2  5  0.7652 279.565838   0.406042
58738.45262  9.247  0.015 W2  5  0.7652 279.565854   0.406041
58207.26183  9.209  0.014 W2  5  0.7675 279.565859   0.406041
56932.73612  9.245  0.016 W2 10  0.7676 279.565832   0.406043
58379.79804  9.200  0.015 W2  5  0.7677 279.565816   0.406043
58738.77962  9.192  0.014 W2  5  0.7682 279.565824   0.406043
58216.09744  9.225  0.014 W2  5  0.7686 279.565824   0.406043
58738.97585  9.227  0.016 W2  5  0.7688 279.565812   0.406043
57650.23566  9.170  0.016 W2  5  0.7690 279.565823   0.406044
57476.50562  9.215  0.014 W2  0  0.7701 279.565802   0.406042
58939.09026  9.216  0.014 W2 10  0.7718 279.565847   0.406044
56750.25055  9.210  0.013 W2  5  0.7727 279.565861   0.406042
58207.98180  9.225  0.014 W2  5  0.7734 279.565826   0.406045
58208.11270  9.211  0.016 W2  5  0.7735 279.565835   0.406045
57291.32297  9.188  0.014 W2 10  0.7766 279.565834   0.406046
56929.51359  9.205  0.016 W2 10  0.7784 279.565834   0.406046
57112.28494  9.191  0.017 W2  5  0.7798 279.565812   0.406046
58371.29161  9.214  0.014 W2  5  0.7809 279.565840   0.406047
59103.33526  9.225  0.016 W2  5  0.7813 279.565833   0.406047
58574.87431  9.198  0.016 W2  5  0.7813 279.565827   0.406047
56932.80183  9.217  0.015 W2 10  0.7827 279.565847   0.406047
58207.52364  9.216  0.013 W2  5  0.7840 279.565874   0.406043
58739.30298  9.226  0.016 W2  5  0.7845 279.565845   0.406047
57292.04446  9.190  0.016 W2  5  0.7847 279.565825   0.406048
58738.71417  9.227  0.014 W2  5  0.7854 279.565854   0.406047
58208.11258  9.181  0.016 W2  5  0.7862 279.565843   0.406048
57291.71657  9.174  0.015 W2  5  0.7862 279.565858   0.406047
58011.06008  9.182  0.014 W2  5  0.7867 279.565807   0.406047
57291.97889  9.180  0.015 W2  5  0.7867 279.565842   0.406048
57479.91345  9.161  0.014 W2  5  0.7878 279.565840   0.406049
58011.19098  9.165  0.017 W2  5  0.7881 279.565832   0.406049
56750.84305  9.210  0.014 W2  5  0.7893 279.565858   0.406047
57650.75979  9.183  0.014 W2  5  0.7899 279.565848   0.406049
58371.74977  9.168  0.018 W2  5  0.7900 279.565846   0.406049
58207.72000  9.199  0.016 W2  5  0.7915 279.565844   0.406049
58574.67796  9.224  0.015 W2  5  0.7918 279.565822   0.406050
57112.15365  9.202  0.013 W2 10  0.7931 279.565856   0.406049
58574.93964  9.204  0.015 W2  5  0.7932 279.565840   0.406050
57843.01850  9.227  0.014 W2  5  0.7933 279.565839   0.406050
58938.69781  9.189  0.013 W2  0  0.7952 279.565839   0.406051
56933.13074  9.229  0.015 W2 10  0.7960 279.565831   0.406051
56930.36853  9.215  0.014 W2 10  0.7967 279.565848   0.406051
57112.61321  9.201  0.014 W2  5  0.7974 279.565840   0.406051
57843.47692  9.217  0.014 W2  5  0.7978 279.565854   0.406050
58738.84508  9.239  0.014 W2  5  0.7980 279.565847   0.406051
56932.86766  9.200  0.016 W2 10  0.7985 279.565851   0.406051
57650.36669  9.174  0.014 W2  5  0.8014 279.565849   0.406052
57291.45412  9.176  0.016 W2 10  0.8026 279.565826   0.406053
57479.38920  9.205  0.013 W2  5  0.8028 279.565841   0.406053
56749.98721  9.186  0.013 W2 10  0.8032 279.565837   0.406053
56932.67029  9.197  0.013 W2 10  0.8033 279.565812   0.406052
58574.48173  9.211  0.014 W2  5  0.8039 279.565832   0.406053
57843.60795  9.216  0.015 W2  5  0.8045 279.565824   0.406053
57112.02236  9.202  0.014 W2  5  0.8050 279.565821   0.406053
57112.48193  9.183  0.014 W2  5  0.8054 279.565871   0.406050
59103.26981  9.201  0.014 W2  5  0.8089 279.565831   0.406055
58939.41727  9.198  0.018 W2  5  0.8098 279.565834   0.406055
58739.04130  9.212  0.017 W2  5  0.8101 279.565827   0.406055
57112.74463  9.147  0.015 W2  5  0.8120 279.565847   0.406055
56749.85555  9.183  0.013 W2  5  0.8142 279.565865   0.406054
57843.41146  9.253  0.017 W2  5  0.8148 279.565844   0.406056
57476.30901  9.173  0.014 W2  5  0.8184 279.565857   0.406056
57479.58581  9.234  0.013 W2  5  0.8195 279.565873   0.406054
58372.27326  9.187  0.013 W2  5  0.8196 279.565869   0.406054
57843.28043  9.235  0.014 W2  5  0.8200 279.565824   0.406058
57651.21833  9.183  0.014 W2  5  0.8210 279.565835   0.406058
57479.65139  9.211  0.015 W2  5  0.8213 279.565853   0.406057
57476.04695  9.213  0.014 W2  5  0.8217 279.565856   0.406057
57844.00079  9.226  0.016 W2  5  0.8226 279.565843   0.406058
58010.79827  9.215  0.017 W2  5  0.8226 279.565816   0.406058
57292.30691  9.181  0.014 W2  5  0.8230 279.565829   0.406059
58207.85090  9.200  0.016 W2  5  0.8232 279.565806   0.406057
57650.82536  9.210  0.015 W2  5  0.8237 279.565832   0.406059
58371.74964  9.193  0.015 W2  5  0.8243 279.565869   0.406056
58738.58340  9.214  0.013 W2  5  0.8244 279.565832   0.406059
56750.11888  9.182  0.014 W2 10  0.8248 279.565830   0.406059
57650.49772  9.191  0.013 W2  5  0.8266 279.565828   0.406060
56932.53875  9.202  0.014 W2 10  0.8268 279.565839   0.406060
58371.42251  9.195  0.014 W2  5  0.8273 279.565832   0.406060
58939.28649  9.175  0.015 W2  5  0.8290 279.565812   0.406060
57111.89108  9.171  0.014 W2 10  0.8297 279.565852   0.406059
58371.94600  9.207  0.014 W2  5  0.8313 279.565858   0.406059
58739.17221  9.223  0.017 W2  5  0.8325 279.565843   0.406061
56930.23699  9.203  0.014 W2  5  0.8339 279.565838   0.406062
57111.75967  9.172  0.014 W2 10  0.8345 279.565860   0.406060
56750.38222  9.212  0.014 W2 10  0.8348 279.565842   0.406062
57476.17798  9.204  0.018 W2  5  0.8349 279.565820   0.406062
57843.14953  9.219  0.014 W2  5  0.8362 279.565863   0.406060
56930.50007  9.209  0.014 W2 10  0.8394 279.565825   0.406063
57479.45478  9.183  0.014 W2  5  0.8418 279.565847   0.406063
58575.07054  9.203  0.015 W2  5  0.8423 279.565836   0.406064
58939.67882  9.199  0.016 W2  5  0.8434 279.565852   0.406063
56933.06491  9.223  0.014 W2 10  0.8449 279.565856   0.406063
58371.88055  9.208  0.014 W2  5  0.8491 279.565817   0.406066
58011.64927  9.186  0.013 W2  5  0.8492 279.565845   0.406065
57479.06156  9.173  0.014 W2  5  0.8507 279.565864   0.406064
57479.78242  9.199  0.014 W2  5  0.8535 279.565852   0.406066
58575.33222  9.212  0.017 W2  5  0.8557 279.565844   0.406067
58575.00509  9.193  0.014 W2  5  0.8560 279.565869   0.406064
56932.40734  9.221  0.015 W2 10  0.8572 279.565844   0.406068
56930.10545  9.216  0.016 W2 10  0.8573 279.565819   0.406068
58574.80886  9.182  0.013 W2  5  0.8577 279.565854   0.406067
57112.87591  9.194  0.013 W2  5  0.8595 279.565843   0.406068
56750.31638  9.185  0.013 W2  5  0.8607 279.565839   0.406069
56932.93337  9.209  0.014 W2 10  0.8622 279.565828   0.406070
58207.58909  9.230  0.014 W2  5  0.8650 279.565841   0.406070
57112.35064  9.189  0.013 W2  5  0.8695 279.565817   0.406071
57843.67340  9.234  0.015 W2  5  0.8706 279.565838   0.406072
57291.78215  9.198  0.016 W2  5  0.8754 279.565849   0.406072
56750.57972  9.183  0.013 W2  5  0.8773 279.565829   0.406074
57291.91331  9.194  0.015 W2  5  0.8807 279.565826   0.406075
57844.13182  9.215  0.016 W2  5  0.8827 279.565789   0.406072
